"year","tree_name","description","species","age","region","gps","score_raw","place","cover_photo_url","tree_url","score_value","score_type","place_num","cover_photo_file","lat","lon"
2020,"The Three-Legged Spanish Oak",NA,"Holm oak (Quercus ilex)","1200 years years","Mendaza, Navarra, Spain","N 42°38'35.22'', W 0°30'25.68''","14456 votes","9th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Trojnohy_spanelsky_dub_1_ebd3171e1f.jpg","https://www.treeoftheyear.org/previous-years/2020/Trojnohy-spanelsky-dub",14456,"votes",9,"photos/2020_the_three_legged_spanish_oak_Trojnohy-spanelsky-dub.jpg",42.643116666666664,-0.5071333333333333
2020,"Precious Sorb Tree",NA,"Sorb Tree (Sorbus Domestica)","250 years years","Uzovská Panica, district Rimavská Sobota, Slovakia","N 48°26'35'', E 20°9'54''","13582 votes","10th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Jerab_1_43adc8b5ae.jpg","https://www.treeoftheyear.org/previous-years/2020/Jerab",13582,"votes",10,"photos/2020_precious_sorb_tree_Jerab.jpg",48.44305555555555,20.165
2020,"The Multisecular Beech of Saint-Jammes",NA,"European Beech (Fagus sylvatica)","450 years years","Sorèze, Occitania region, South of France","N 43°26'4.89'', E 2°6'46.11''","12192 votes","11th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Starobyly_buk_ze_Saint_Jammes_Occitania_1_1639156f28.jpg","https://www.treeoftheyear.org/previous-years/2020/Starobyly-buk-ze-Saint-Jammes-(Occitania)",12192,"votes",11,"photos/2020_the_multisecular_beech_of_saint_jammes_Starobyly-buk-ze-Saint-Jammes-_Occitania_.jpg",43.434691666666666,2.1128083333333336
2020,"Elderberry Tree",NA,"Elderberry (Sambucus nigra)","200 years years","Rzeszów, Podkarpackie Province, Poland","N 50°3'0'', E 22°1'0''","11691 votes","12th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Bez_cerny_1_bbb26ae10c.jpg","https://www.treeoftheyear.org/previous-years/2020/Bez-cerny",11691,"votes",12,"photos/2020_elderberry_tree_Bez-cerny.jpg",50.05,22.016666666666666
2020,"Witch’s Yew Tree",NA,"Yew (Taxus baccata)","600 years years","Blarney, Cork, Ireland","N 51°55'44.66'', W 8°34'3.93''","11372 votes","13th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Carodejny_tis_1_c891070373.jpg","https://www.treeoftheyear.org/previous-years/2020/Carodejny-tis",11372,"votes",13,"photos/2020_witch_s_yew_tree_Carodejny-tis.jpg",51.92907222222222,-8.567758333333334
2020,"The Venerable Oak in Novo Selo Village",NA,"Common oak (Quercus robur)","about500 years","Village of Novo selo, Veliko Tarnovo Municipality, Bulgaria","N 43°4'44.9'', E 25°21'49.2''","11191 votes","14th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Ctihodny_dub_ve_vesnici_Novo_selo_1_8f04a2e709.jpg","https://www.treeoftheyear.org/previous-years/2020/Ctihodny-dub-ve-vesnici-Novo-selo",11191,"votes",14,"photos/2020_the_venerable_oak_in_novo_selo_village_Ctihodny-dub-ve-vesnici-Novo-selo.jpg",43.07913888888889,25.363666666666667
2020,"The Tree of Freedom",NA,"Horse-chestnut (Aesculus hippocastanum)","223 years years","Waret-la-Chaussée, Wallonia, Belgium","N 50°32'30.84'', E 4°55'42.78''","10942 votes","15th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Strom_svobody_1_c4138236c9.jpg","https://www.treeoftheyear.org/previous-years/2020/Strom-svobody",10942,"votes",15,"photos/2020_the_tree_of_freedom_Strom-svobody.jpg",50.5419,4.92855
2020,"Oak Vallonea of Tricase",NA,"Vallonea Oak (Quercus ithaburensis macrolepis)","700 years years","Tricase, Puglia, Italy","N 39°55'40.44'', E 18°22'43.2''","10730 votes","16th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Dub_Vallonea_z_Tricasu_1_d43e1a2006.jpg","https://www.treeoftheyear.org/previous-years/2020/Dub-Vallonea-z-Tricasu",10730,"votes",16,"photos/2020_oak_vallonea_of_tricase_Dub-Vallonea-z-Tricasu.jpg",39.9279,18.378666666666668
2021,"The Millennial Carrasca of Lecina",NA,"Holm oak (Quercus ilex L.)","1000 years years","Huesca, Aragón, Spain","N 42°13'47.3'', E 0°2'18.09''","104264 votes","1st place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_The_Millennial_Carrasca_of_Lecina_1_a1b48c6e08.jpg","https://www.treeoftheyear.org/previous-years/2021/The-Millennial-Carrasca-of-Lecina",104264,"votes",1,"photos/2021_the_millennial_carrasca_of_lecina_The-Millennial-Carrasca-of-Lecina.jpg",42.22980555555556,0.038358333333333335
2021,"The thousand-year-old plane tree of Curinga",NA,"Plane tree (Platanus orientalis L.)","1000 years years","Sant&apos;Elia - Vrisi - Catanzaro - CALABRIA - ITALIA","N 38°49'24.63'', E 16°19'57.72''","78210 votes","2nd place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Curinga_Plane_Tree_1_d7225d6afc.jpg","https://www.treeoftheyear.org/previous-years/2021/Curinga-Plane-Tree",78210,"votes",2,"photos/2021_the_thousand_year_old_plane_tree_of_curinga_Curinga-Plane-Tree.jpg",38.823508333333336,16.3327
2021,"Ancient Sycamore Tree",NA,"East sycamore tree (Platanus orientalis L.)","284 years years","Derbent, Republic of Dagestan, Russia.","N 42°3'19.5'', E 48°16'46.4''","66026 votes","3rd place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Ancient_Sycamore_Tree_1_e67f1abd74.jpg","https://www.treeoftheyear.org/previous-years/2021/Ancient-Sycamore-Tree",66026,"votes",3,"photos/2021_ancient_sycamore_tree_Ancient-Sycamore-Tree.jpg",42.055416666666666,48.279555555555554
2021,"Plane Tree of Rossio",NA,"London Plane (Platanus x hispanica Mill. ex Münchh.)","182 years years","Portalegre, Portugal","N 39°17'45.8'', W 7°25'48.95''","37410 votes","4th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Plane_Tree_of_Rossio_1_8eb1d36a64.jpg","https://www.treeoftheyear.org/previous-years/2021/Plane-Tree-of-Rossio",37410,"votes",4,"photos/2021_plane_tree_of_rossio_Plane-Tree-of-Rossio.jpg",39.296055555555554,-7.430263888888889
2021,"Saint Jan Nepomucen’s Linden",NA,"Little leaf linden (Tilia cordata Miller)","150-170 years years","Dulcza Wielka, Podkarpackie Province","N 50°11'9.29'', E 21°13'44.4''","35422 votes","5th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Saint_Jan_Nepomucens_Linden_1_52aafe7333.jpg","https://www.treeoftheyear.org/previous-years/2021/Saint-Jan-Nepomucens-Linden",35422,"votes",5,"photos/2021_saint_jan_nepomucen_s_linden_Saint-Jan-Nepomucens-Linden.jpg",50.185913888888884,21.229
2021,"The ancient Mother Tree",NA,"Linden tree (Tilia platyphyllos Scop.)","345 years years","Etten-Leur, province Noord-Brabant, the Netherlands","N 51°34'11.24'', E 4°38'9.15''","34244 votes","6th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_The_ancient_Mother_Tree_1_c66816c7f7.jpg","https://www.treeoftheyear.org/previous-years/2021/The-ancient-Mother-Tree",34244,"votes",6,"photos/2021_the_ancient_mother_tree_The-ancient-Mother-Tree.jpg",51.569788888888894,4.6358749999999995
2021,"Apple tree near Lidmans",NA,"Apple tree (Malus domestica var. 'Reinette de Blenheim')","70 years years","Machov, Náchod district","N 50°29'50.93'', E 16°17'37.86''","32028 votes","7th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Apple_tree_near_Lidmans_1_f95d96b43d.jpg","https://www.treeoftheyear.org/previous-years/2021/Apple-tree-near-Lidmans",32028,"votes",7,"photos/2021_apple_tree_near_lidmans_Apple-tree-near-Lidmans.jpg",50.497480555555555,16.293850000000003
2021,"The Judas Tree on the Church Hill of Mélykút",NA,"Judas Tree (Cercis siliquastrum L.)","250 years years","Mélykút, Bács-Kiskun county, Hungary","N 46°12'57.18'', E 19°22'47.29''","31867 votes","8th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_The_Judas_Tree_on_the_Church_Hill_of_Melykut_Hung_1_779f6d62f7.jpg","https://www.treeoftheyear.org/previous-years/2021/The-Judas-Tree-on-the-Church-Hill-of-Melykut-(Hung",31867,"votes",8,"photos/2021_the_judas_tree_on_the_church_hill_of_m_lyk_t_The-Judas-Tree-on-the-Church-Hill-of-Melykut-_Hung.jpg",46.21588333333334,19.37980277777778
2021,"The Pouplie",NA,"Black poplar (Populus nigra L.)","200-300 yrs years","Boult-sur-Suippe, Great East Region, France","N 49°22'14.76'', E 4°8'42.49''","31594 votes","9th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_The_Pouplie_1_33c505cb7e.jpg","https://www.treeoftheyear.org/previous-years/2021/The-Pouplie",31594,"votes",9,"photos/2021_the_pouplie_The-Pouplie.jpg",49.37076666666667,4.145136111111111
2021,"The Eldest Resident of Medulin - Chocolate Tree of our Memories","Years fly by she tells us. The town square was always alive. With a market, dances, centuries-old traditions as Carnival Prince burning or ritual May thefts when young men show courage and love to girls by stealing flowers, fences, cars or boats from locals who find them under the town square tree. Today she enjoys a movie or play, sways at summer concerts, sings for Christmas when she dresses up to spend time with locals and guests. Above all she loves children's play and laughter, she'll treat them to magical chocolate berries in the future too. So she says, the eldest resident of Medulin, our town square Nettle Tree.","European Nettle Tree (Celtis australis L.)","115 years years","Medulin, Istria County, Croatia","N 44°49'18.83'', E 13°56'11.62''","31283 votes","10th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_The_Eldest_Resident_of_Medulin_Chocolate_Tree_of_o_1_ae9de37d23.jpg","https://www.treeoftheyear.org/previous-years/2021/The-Eldest-Resident-of-Medulin-Chocolate-Tree-of-o",31283,"votes",10,"photos/2021_the_eldest_resident_of_medulin_chocolate_tree_of_our_memories_The-Eldest-Resident-of-Medulin-Chocolate-Tree-of-o.jpg",44.821897222222226,13.93656111111111
2021,"The Survivor Tree",NA,"Rowan (Sorbus aucuparia L.)","70-100 years years","9LH, A708, Moffat, Scotland, UK","N 55°23'58.42'', W 3°20'6.29''","31197 votes","11th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_The_Survivor_Tree_1_b61e8bf398.jpg","https://www.treeoftheyear.org/previous-years/2021/The-Survivor-Tree",31197,"votes",11,"photos/2021_the_survivor_tree_The-Survivor-Tree.jpg",55.39956111111111,-3.335080555555556
2021,"The Four-Trunked Survivor",NA,"Chestnut (Castanea sativa L.)","160 years years","Ypres, Belgium","N 50°51'8.74'', E 2°53'26.26''","30886 votes","12th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_The_Four_Trunked_Survivor_1_6e062e909c.jpg","https://www.treeoftheyear.org/previous-years/2021/The-Four-Trunked-Survivor",30886,"votes",12,"photos/2021_the_four_trunked_survivor_The-Four-Trunked-Survivor.jpg",50.85242777777778,2.8906277777777776
2021,"Ancient Oak from Drnava",NA,"Pedunculate oak (Quercus robur L.)","700 years years","Drnava, Rožňava district, Slovakia","N 48°38'40.15'', E 20°39'42.34''","30058 votes","13th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Ancient_Oak_from_Drnava_1_639bc93a1d.jpg","https://www.treeoftheyear.org/previous-years/2021/Ancient-Oak-from-Drnava",30058,"votes",13,"photos/2021_ancient_oak_from_drnava_Ancient-Oak-from-Drnava.jpg",48.644486111111114,20.661761111111108
2021,"The Old Mulberry",NA,"Mulberry (Morus alba L.)","around450 years","Veliki Preslav, Shumen Region, Bulgaria","N 43°9'42.48'', E 26°48'35.15''","30055 votes","14th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_The_Old_Mulberry_1_59a133dcde.jpg","https://www.treeoftheyear.org/previous-years/2021/The-Old-Mulberry",30055,"votes",14,"photos/2021_the_old_mulberry_The-Old-Mulberry.jpg",43.1618,26.809763888888888
2022,"Oak Dunin","The oak tree is growing at the edge of the Białowieża Primeval Forest, one of the most known lowland forests, not only in Poland but also in Europe. It has been particularly respected and admired by local people as well as tourists visiting this area of Poland, called the European Region of Wisent. It is an inspiration for many artists. It amazes in every season – during full vegetation but also when it is showing its leafless, mysteriously curved branches.","English oak (Quercus robur L.)","400 years","Przybudki, Podlaskie Province, Poland","N 52°51'38.7'', E 23°35'27.71''","179317 votes","1st place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Oak_Dunin_1_2b000ea9f4.jpg","https://www.treeoftheyear.org/previous-years/2022/Oak-Dunin",179317,"votes",1,"photos/2022_oak_dunin_Oak-Dunin.jpg",52.86075,23.591030555555555
2022,"Oak of Conxo's Banquet Forest","This historic oak was born at the time of Enlightenment. He was a witness in 1856 of the Democratic Banquet of Conxo, a revolutionary act that vindicated the ideals of the new Europe: Liberty, Equality and Fraternity. It was defended by Rosalía de Castro in a pioneering ecological protest in Spain. And the forest that welcomes it, at the foot of the Portuguese Pilgrimage Trail, is today a whole botanical treasure chest, open to the public in 2018 (with a great popular festival) after remaining inaccessible for more than a century.","English oak (Quercus robur L.)","250 years years","Santiago de Compostela, A Coruña, Spain","N 42°51'40.21'', W 8°33'8.6''","168284 votes","2nd place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Oak_of_Conxo_s_Banquet_Forest_1_b4988fbc92.jpg","https://www.treeoftheyear.org/previous-years/2022/Oak-of-Conxo-s-Banquet-Forest",168284,"votes",2,"photos/2022_oak_of_conxo_s_banquet_forest_Oak-of-Conxo-s-Banquet-Forest.jpg",42.86116944444444,-8.55238888888889
2022,"The Big Cork Oak",NA,"Cork Oak (Quercus suber L.)","250 years years","Vale do Pereiro, Arraiolos, Alentejo, Portugal","N 38°45'44.92'', W 7°49'39.07''","70563 votes","3rd place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_The_Big_Cork_Oak_1_cf99847d51.jpg","https://www.treeoftheyear.org/previous-years/2022/The-Big-Cork-Oak",70563,"votes",3,"photos/2022_the_big_cork_oak_The-Big-Cork-Oak.jpg",38.762477777777775,-7.8275194444444445
2022,"Chestnut of the hundred horses",NA,"Sweet Chestnut (Castanea sativa L.)","3000 years","Sant&apos;Alfio, Sicily, Italy","N 37°44'57.55'', E 15°7'53.43''","46275 votes","4th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Chestnut_of_the_hundred_horses_1_21e541ab96.jpg","https://www.treeoftheyear.org/previous-years/2022/Chestnut-of-the-hundred-horses",46275,"votes",4,"photos/2022_chestnut_of_the_hundred_horses_Chestnut-of-the-hundred-horses.jpg",37.749319444444446,15.131508333333334
2022,"Umbrella from High Tatras",NA,"Weeping European beech (Fagus Sylvatica Pendula)","70 years","Starý Smokovec - High Tatras, Poprad district, Prešov region, Slovakia","N 49°8'24.16'', E 20°13'16.43''","37872 votes","5th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Umbrella_from_High_Tatras_1_afafed48c3.jpg","https://www.treeoftheyear.org/previous-years/2022/Umbrella-from-High-Tatras",37872,"votes",5,"photos/2022_umbrella_from_high_tatras_Umbrella-from-High-Tatras.jpg",49.14004444444444,20.221230555555554
2022,"Kippford Leaning Tree","The tree on the coast of Dumfries & Galloway is a fine example of a mature hawthorn tree. While not spectacular in size, it cuts a striking presence as the only tree on the windswept cockle shell beach. The hawthorn has been enjoyed by three generations of one local Dalbeattie family. It’s been climbed on, battered by the winds and even bumped into by cars turning. Yet still it survives and stands strong and proud on the edge of the beach.","Hawthorn (Crataegus monogyna L.)","60 Years years","Kippford, Dalbeattie in Dumfries & Galloway, Scotland","N 54°52'21.36'', W 3°48'44.64''","30761 votes","6th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Kippford_Leaning_Tree_1_29608f0f12.jpg","https://www.treeoftheyear.org/previous-years/2022/Kippford-Leaning-Tree",30761,"votes",6,"photos/2022_kippford_leaning_tree_Kippford-Leaning-Tree.jpg",54.8726,-3.8124
2022,"The Singing Lime",NA,"Large-leaved lime (Tilia platyphyllos L.)","700 years years","Telecí, Pardubice region, Czech Republic","N 49°42'8.75'', E 16°10'31.26''","28649 votes","7th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_The_Singing_Lime_1_8e199c600c.jpg","https://www.treeoftheyear.org/previous-years/2022/The-Singing-Lime",28649,"votes",7,"photos/2022_the_singing_lime_The-Singing-Lime.jpg",49.70243055555556,16.17535
2022,"The Multisecular Sweet Chestnut of Audran Square",NA,"Sweet Chestnut (Castanea sativa L.)","330years years","La Celle Saint-Cloud (Yvelines) in Île de France Region, France","N 48°50'21.55'', E 2°8'14.57''","28119 votes","8th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_The_Multisecular_Sweet_Chestnut_of_Audran_Square_1_9ce6ef3439.jpg","https://www.treeoftheyear.org/previous-years/2022/The-Multisecular-Sweet-Chestnut-of-Audran-Square",28119,"votes",8,"photos/2022_the_multisecular_sweet_chestnut_of_audran_square_The-Multisecular-Sweet-Chestnut-of-Audran-Square.jpg",48.83931944444445,2.1373805555555556
2022,"Age Grand Oak",NA,"English Oak (Quercus robur L.)","~250 years","Medni, Vidrizu parish, Limbazu distict, Latvia","N 57°22'39'', E 24°37'54.37''","27098 votes","9th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Age_Grand_Oak_1_723638c590.jpg","https://www.treeoftheyear.org/previous-years/2022/Age-Grand-Oak",27098,"votes",9,"photos/2022_age_grand_oak_Age-Grand-Oak.jpg",57.3775,24.631769444444444
2022,"The weeping sophoras of the Csokonai Theatre in Debrecen",NA,"Hanging Japanese acacia (Styphnolobium (Sophora) japonicum 'Pendula')","100 years","Debrecen, Hajdú-Bihar region, Hungary","N 47°31'47.1'', E 21°37'41.13''","26347 votes","10th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_The_weeping_sophoras_of_the_Csokonai_Theater_in_De_1_62d70efb60.jpg","https://www.treeoftheyear.org/previous-years/2022/The-weeping-sophoras-of-the-Csokonai-Theater-in-De",26347,"votes",10,"photos/2022_the_weeping_sophoras_of_the_csokonai_theatre_in_debrecen_The-weeping-sophoras-of-the-Csokonai-Theater-in-De.jpg",47.52975,21.628091666666666
2022,"The giant sequoia from Slatina",NA,"Giant sequoia (Sequoiadendron giganteum (Lindl.) J.Buchh.)","approximately130 years","Slatina, Virovitica-Podravina County, Republic of Croatia","N 45°42'1.15'', E 17°42'14.29''","26225 votes","11th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_The_giant_sequoia_from_Slatina_1_125ad5f770.jpg","https://www.treeoftheyear.org/previous-years/2022/The-giant-sequoia-from-Slatina",26225,"votes",11,"photos/2022_the_giant_sequoia_from_slatina_The-giant-sequoia-from-Slatina.jpg",45.700319444444446,17.703969444444443
2022,"The Giant Sequoia of the Collège Notre Dame de Bonlieu",NA,"Giant sequoia (Sequiadendron giganteum (Lindl.) J.Buchh.)","Morethan200 years","Virton, Wallonia, Belgium","N 49°33'59.58'', E 5°31'38.74''","25724 votes","12th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_The_Giant_Sequoia_of_the_College_Notre_Dame_de_Bon_1_b1c5f9beee.jpg","https://www.treeoftheyear.org/previous-years/2022/The-Giant-Sequoia-of-the-College-Notre-Dame-de-Bon",25724,"votes",12,"photos/2022_the_giant_sequoia_of_the_coll_ge_notre_dame_de_bonlieu_The-Giant-Sequoia-of-the-College-Notre-Dame-de-Bon.jpg",49.56655,5.527427777777778
2022,"The King's Pine","The majestic King's Pine grows in Järvselja, Southern Estonia. It sprouted at the same time that King Gustavus Adolphus II of Sweden founded the University of Tartu, about 380 years ago. Hundreds of Estonian biologists, foresters and students of other specialties, whose academic education has typically included internships in Järvselja research forests, recognize the tree well. It is a symbolic tree, the powerful sturdy trunk of which is a monument to Estonian forestry and nature education.","Scots Pine (Pinus Sylvestris L.)","380 years","Järvselja village, Kastre parrish, Tartu county, Estonia","N 58°16'21.36'', E 27°19'18.62''","25346 votes","13th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_The_Kings_Pine_1_d060d7bb36.jpg","https://www.treeoftheyear.org/previous-years/2022/The-Kings-Pine",25346,"votes",13,"photos/2022_the_king_s_pine_The-Kings-Pine.jpg",58.2726,27.321838888888887
2022,"Grandpa Kolyo's tree","The oak is named after the owner of the field where it grows – Nikola Angelov, known as Grandpa Kolyo. After hard work he would rest under its thick shade. Legend has it that the tree was part of a dense forest, located where the village lies today. Because of the forest and the river, its first residents settled there and founded the village. They were Bulgarians, hiding from the Turkish forays. This old oak is a symbol of Studena and a pillar of the Bulgarian spirit and faith of its residents.","English oak (Quercus robur L.)","350 years years","Studena village, Svilengrad Municipality, Haskovo Province, Bulgaria","N 41°54'48.17'', E 26°23'26.99''","24431 votes","14th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Grandpa_Kolyo_s_tree_1_a4a26e4e7e.jpg","https://www.treeoftheyear.org/previous-years/2022/Grandpa-Kolyo-s-tree",24431,"votes",14,"photos/2022_grandpa_kolyo_s_tree_Grandpa-Kolyo-s-tree.jpg",41.913380555555555,26.390830555555556
2022,"I am Tilia",NA,"Large-leaved Lime (Tilia platyphyllos L.)","150 years years","Maasniel, province of Limburg, The Netherlands","N 52°4'5.99'', E 6°52'30''","24201 votes","15th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_I_am_Tilia_1_a0bdffc93a.jpg","https://www.treeoftheyear.org/previous-years/2022/I-am-Tilia",24201,"votes",15,"photos/2022_i_am_tilia_I-am-Tilia.jpg",52.06833055555556,6.875000000000001
2022,"The Turgenev oak",NA,"English oak (Quercus robur L.)","199 years","Museum - reserve I.S.Turgenev &quot;Spasskoe - Lutovinovo&quot;, Spasskoe - Lutovinovo selo (village), Mtsensk Rayon (District), Oryol (Region), Russian Federation","N 53°22'21.28'', E 36°37'57.29''","0 votes","16th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_The_Turgenev_oak_1_5474ad0fc8.jpg","https://www.treeoftheyear.org/previous-years/2022/The-Turgenev-oak",0,"votes",16,"photos/2022_the_turgenev_oak_The-Turgenev-oak.jpg",53.37257777777778,36.632580555555556
2023,"Oak Fabrykant","This is one of the most original trees in Poland, a symbol of longevity and wisdom. Its unique shape attracts visitors to the park Klepacz in Łódź. One of its branches is s-shaped and is over 20 m long. Its canopy reaches an impressive 33 m. In the spring we can admire sapphire meadows around the oak, full of glories of the snow and siberian squills enhancing the noble nature of the tree.","Common oak (Quercus robur L.)","180 years","Łódź, Poland","N 51°44'54.81'', E 19°27'15.71''","45718 votes","1st place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Poland_01_ETY_2023_credit_Jakub_Kubka_97a656cfdb.jpg","https://www.treeoftheyear.org/previous-years/2023/oak-fabrykant",45718,"votes",1,"photos/2023_oak_fabrykant_oak-fabrykant.jpg",51.748558333333335,19.45436388888889
2023,"Common Oak - Dragon Oak","The tree resembles a sitting dragon. Although his bark is rough and scarred, everyone feels safe around him. Hidden in the forest, it has protected the locals for centuries - from the first settlers who helped build the nearby Pajštún Castle, through merchants and immigrants from Croatia. He also oversaw the construction of the forest railway, which has long outlived its usefulness. Logging is currently taking place in its vicinity. Hopefully, the Dragon Oak will be saved for future generations as well.","Common oak (Quercus robur L.)","700 years","Forest in the cadastre of Lozorno village, Malacky district, Bratislava region","N 48°19'23.95'', E 17°6'7.15''","18198 votes","2nd place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Slovakia_05_ETY_23_credit_Martin_Babarik_8987bef900.jpg","https://www.treeoftheyear.org/previous-years/2023/common-oak-dragon-oak",18198,"votes",2,"photos/2023_common_oak_dragon_oak_common-oak-dragon-oak.jpg",48.32331944444445,17.101986111111113
2023,"Apple Tree Colony from Krolevets","The apple tree occupies an area of 0.1 hectares. It’s been a long time since it lost the main trunk, there are now 15 small trunks that have grown into the ground. The feature of the apple tree is the ability to root itself when one of the trunks dies. So far no one has succeeded in transplanting an apple tree to another. People say it heals, walks in the “garden” relieve fatigue and apples rejuvenate. The apple colony survived two World Wars, the Holodomor of 1932-33 and the Russian invasion of Ukraine in 2022.","Apple tree (Malus domestica Borkh.)","220 years","city of Krolevets, Sumy region, Ukraine","N 51°33'28.54'', E 33°21'4.15''","14219 votes","3rd place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Ukraine_01_ETY_2023_credit_Shutterstock_185301135c.jpg","https://www.treeoftheyear.org/previous-years/2023/apple-tree-colony-from-krolevtsi",14219,"votes",3,"photos/2023_apple_tree_colony_from_krolevets_apple-tree-colony-from-krolevtsi.jpg",51.55792777777778,33.35115277777778
2023,"Palermo Botanical Garden's Giant Ficus","Introduced in 1845, it is the progenitor of the great Italian Ficus trees. The trunk is formed of stems and aerial roots that have merged over time. It develops vertically but extends laterally with large branches supported by columnar aerial roots that turn into tabular roots on the ground. There are as many as 44 secondary stems (some with a circumference of over 3 metres) supporting 11 large branches with horizontal development and a canopy covering an area of almost 3,000 square metres.","Moreton Bay fig (Ficus macrophylla f. columnaris)","173 years","Palermo, Sicilia, Itália","N 38°6'40.8'', E 13°22'29.49''","10663 votes","4th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Italy_05_ETY_2023_credit_Giant_Trees_Foundation_8f5017c5ec.jpg","https://www.treeoftheyear.org/previous-years/2023/palermo-botanical-garden's-giant-ficus",10663,"votes",4,"photos/2023_palermo_botanical_garden_s_giant_ficus_palermo-botanical-garden_s-giant-ficus.jpg",38.111333333333334,13.374858333333334
2023,"Eucalyptus of Contige","Described by the University of Aveiro as ""the largest classified tree in Portugal"", it is located on the old National Road (EN 229). Its planting dates back to 1878, when the Donárias road was opened. It may have belonged to the neighboring families Garcia de Mascarenhas, Rio de Moinhos and Xavier do Amaral Carvalho from the county, who married in the 19th century. The monumentality of the tree forced its care, so that the profile of the road gave it the bow it deserved.","Eucalyptus (Eucalyptus globullus Labill)","144 years","Contige, Sátão, Viseu","N 40°44'12.15'', W 7°45'11.52''","10281 votes","5th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Portugal_02_ETY_2023_credit_Jsantos_1d480b931e.jpg","https://www.treeoftheyear.org/previous-years/2023/eucalyptus-of-contige",10281,"votes",5,"photos/2023_eucalyptus_of_contige_eucalyptus-of-contige.jpg",40.73670833333333,-7.7532
2023,"Encina of San Roque","This holm oak has rooted its roots in the Monte de La Redonda de Colindres for 400 years, watching over the Camino Real that runs at its feet. For centuries, it was spared the massive clearing of the forest, promoted by shipyards, for shipbuilding. In 1778, it's represented on the plan of the Salt Route, as a main reference. His story is a story of resistance: he didn't succumb to adversity and was neither firewood nor coal nor galleon, but a protective tree of travelers and walkers.","Spanish oak (Quercus ilex L.)","400 years","Colindres, Cantabria, Spain","N 43°22'59.31'', W 3°26'18.24''","10174 votes","6th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Spain_01_ETY_2023_credit_Ayto_Colindres_de42a0e0dc.jpg","https://www.treeoftheyear.org/previous-years/2023/spanish-oak-of-san-roque",10174,"votes",6,"photos/2023_encina_of_san_roque_spanish-oak-of-san-roque.jpg",43.38314166666667,-3.4384
